sense_key,lemma_or_redacted,pos,gloss_or_elided,gold_lexicality,stratum,notes
oewn-pupa__1.05.00..,pupa,n,an insect in the inactive stage of development (when it is not feeding) intermediate between larva and adult,lexical-word,ordinary,ordinary content word (default)
oewn-catching__1.04.01..,catching,n,the act of detecting something; catching sight of something,lexical-word,ordinary,ordinary content word (default)
oewn-heartseed__1.20.00..,heartseed,n,herbaceous vine of tropical America and Africa,lexical-word,ordinary,ordinary content word (default)
oewn-chanoyu__1.04.00..,chanoyu,n,an ancient ritual for preparing and serving and drinking tea,lexical-word,ordinary,ordinary content word (default)
oewn-slashing__5.00.00.dynamic.00,slashing,a,as if striking with slashing blows,lexical-word,ordinary,ordinary content word (default)
oewn-replication__1.06.00..,replication,n,copy that is not the original; something that has been copied,lexical-word,ordinary,ordinary content word (default)
oewn-delimited__5.00.00.finite.00,delimited,a,having the limits or boundaries established,lexical-word,ordinary,ordinary content word (default)
oewn-flock__1.23.00..,flock,n,(often followed by ‘of’) a large number or amount or extent,lexical-word,ordinary,ordinary content word (default)
oewn-sonorous__5.00.00.full.01,sonorous,a,full and loud and deep,lexical-word,ordinary,ordinary content word (default)
oewn-accelerated__5.00.00.fast.01,accelerated,a,"speeded up, as of an academic course",lexical-word,ordinary,ordinary content word (default)
oewn-shortstop__1.18.00..,shortstop,n,(baseball) the person who plays the shortstop position,lexical-word,ordinary,ordinary content word (default)
oewn-reason__1.26.00..,reason,n,the state of having good sense and sound judgment,lexical-word,ordinary,ordinary content word (default)
oewn-pentlandite__1.27.00..,pentlandite,n,a mineral (iron and nickel sulphide) that is the chief ore of nickel,lexical-word,ordinary,ordinary content word (default)
oewn-chordal__3.01.00..,chordal,a,relating to or consisting of or emphasizing chords,lexical-word,ordinary,ordinary content word (default)
oewn-consumer__1.18.00..,consumer,n,a person who uses goods or services,lexical-word,ordinary,ordinary content word (default)
oewn-explicate__2.32.01..,explicate,v,"elaborate, as of theories and hypotheses",lexical-word,ordinary,ordinary content word (default)
oewn-weatherstrip__2.30.00..,weatherstrip,v,provide with weatherstripping,lexical-word,ordinary,ordinary content word (default)
oewn-feeder__1.06.00..,feeder,n,a machine that automatically provides a supply of some material,lexical-word,ordinary,ordinary content word (default)
oewn-tree__1.20.00..,tree,n,a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms,lexical-word,ordinary,ordinary content word (default)
oewn-rightly__4.02.00..,rightly,r,with honesty,lexical-word,ordinary,ordinary content word (default)
oewn-backtrack__2.38.00..,backtrack,v,retrace one's course,lexical-word,ordinary,ordinary content word (default)
oewn-magnetohydrodynamics__1.09.00..,magnetohydrodynamics,n,the study of the interaction of magnetic fields and electrically conducting fluids (as plasma or molten metal),lexical-word,ordinary,ordinary content word (default)
oewn-glebe__1.21.00..,glebe,n,plot of land belonging to an English parish church or an ecclesiastical office,lexical-word,ordinary,ordinary content word (default)
oewn-light__4.02.00..,light,r,with few burdens,lexical-word,ordinary,ordinary content word (default)
oewn-lastly__4.02.00..,lastly,r,the item at the end,lexical-word,ordinary,ordinary content word (default)
oewn-avariciousness__1.07.00..,avariciousness,n,extreme greed for material wealth,lexical-word,ordinary,ordinary content word (default)
oewn-lift__2.32.02..,lift,v,make audible,lexical-word,ordinary,ordinary content word (default)
oewn-sprout__2.30.00..,sprout,v,"produce buds, branches, or germinate",lexical-word,ordinary,ordinary content word (default)
oewn-loaded__3.00.00..,loaded,a,(of weapons) charged with ammunition,lexical-word,ordinary,ordinary content word (default)
oewn-iritic__3.01.00..,iritic,a,of or relating to located near the iris of the eye,lexical-word,ordinary,ordinary content word (default)
oewn-chromaesthesia__1.09.00..,chromaesthesia,n,a form of synesthesia in which nonvisual stimulation results in the experience of color sensations,lexical-word,ordinary,ordinary content word (default)
oewn-sable__1.06.00..,sable,n,a scarf (or trimming) made of sable,lexical-word,ordinary,ordinary content word (default)
oewn-haywire__5.00.00.insane.00,haywire,a,informal or slang terms for mentally irregular,lexical-word,ordinary,ordinary content word (default)
oewn-sandhopper__1.05.00..,sandhopper,n,small amphipod crustaceans that hop like fleas; common on ocean beaches,lexical-word,ordinary,ordinary content word (default)
oewn-aboriginal__3.00.00..,aboriginal,a,characteristic of or relating to people inhabiting a region from the beginning,lexical-word,ordinary,ordinary content word (default)
oewn-thread__2.35.00..,thread,v,pass a thread through,lexical-word,ordinary,ordinary content word (default)
oewn-output__2.36.00..,output,v,to create or manufacture a specific amount,lexical-word,ordinary,ordinary content word (default)
oewn-respondent__1.18.00..,respondent,n,someone who responds,lexical-word,ordinary,ordinary content word (default)
oewn-improvise__2.41.00..,improvise,v,manage in a makeshift way; do with whatever is at hand,lexical-word,ordinary,ordinary content word (default)
oewn-meld__2.30.00..,meld,v,mix together different elements,lexical-word,ordinary,ordinary content word (default)
oewn-contraception__1.04.00..,contraception,n,birth control by the use of devices (diaphragm or intrauterine device or condom) or drugs or surgery,lexical-word,ordinary,ordinary content word (default)
oewn-approximate__5.00.00.close.02,approximate,a,very close in resemblance,lexical-word,ordinary,ordinary content word (default)
oewn-unmerchantable__5.00.00.unsalable.00,unmerchantable,a,not fit for sale,lexical-word,ordinary,ordinary content word (default)
oewn-forcefully__4.02.00..,forcefully,r,with full force,lexical-word,ordinary,ordinary content word (default)
oewn-bedhop__2.38.00..,bedhop,v,be sexually active with more than one partner,lexical-word,ordinary,ordinary content word (default)
oewn-cowshed__1.06.00..,cowshed,n,a barn for cows,lexical-word,ordinary,ordinary content word (default)
oewn-technophile__1.18.00..,technophile,n,a person who is enthusiastic about new technology,lexical-word,ordinary,ordinary content word (default)
oewn-scissors__1.04.00..,scissors,n,a wrestling hold in which you wrap your legs around the opponents body or head and put your feet together and squeeze,lexical-word,ordinary,ordinary content word (default)
oewn-quantise__2.31.01..,quantise,v,approximate (a signal varying continuously in amplitude) by one whose amplitude is restricted to a prescribed set of discrete values,lexical-word,ordinary,ordinary content word (default)
oewn-governmentally__4.02.00..,governmentally,r,by government,lexical-word,ordinary,ordinary content word (default)
oewn-incite__2.32.00..,incite,v,provoke or stir up,lexical-word,ordinary,ordinary content word (default)
oewn-middlebrow__1.18.00..,middlebrow,n,someone who is neither a highbrow nor a lowbrow,lexical-word,ordinary,ordinary content word (default)
oewn-constellate__2.30.00..,constellate,v,form a constellation or cluster,lexical-word,ordinary,ordinary content word (default)
oewn-derestrict__2.41.00..,derestrict,v,make free from restrictions,lexical-word,ordinary,ordinary content word (default)
oewn-socialize__2.41.00..,socialize,v,train for a social environment,lexical-word,ordinary,ordinary content word (default)
oewn-nimbus__1.17.00..,nimbus,n,a dark grey cloud bearing rain,lexical-word,ordinary,ordinary content word (default)
oewn-yeshivah__1.14.00..,yeshivah,n,an academy for the advanced study of Jewish texts (primarily the Talmud),lexical-word,ordinary,ordinary content word (default)
oewn-foulness__1.26.01..,foulness,n,disgusting wickedness and immorality,lexical-word,ordinary,ordinary content word (default)
oewn-rubricate__2.36.01..,rubricate,v,furnish with rubrics or regulate by rubrics,lexical-word,ordinary,ordinary content word (default)
oewn-chesterfield__1.06.01..,chesterfield,n,an overstuffed davenport with upright armrests,lexical-word,ordinary,ordinary content word (default)
oewn-dissect__2.35.00..,dissect,v,cut open or cut apart,lexical-word,ordinary,ordinary content word (default)
oewn-flourish__1.10.02..,flourish,n,a showy gesture,lexical-word,ordinary,ordinary content word (default)
oewn-find__2.32.01..,find,v,decide on and make a declaration about,lexical-word,ordinary,ordinary content word (default)
oewn-alleviate__2.29.00..,alleviate,v,"provide physical relief, as from pain",lexical-word,ordinary,ordinary content word (default)
oewn-fagot__1.18.00..,fagot,n,offensive term for a homosexual man,lexical-word,ordinary,ordinary content word (default)
oewn-square__2.33.01..,square,v,turn the paddle; in canoeing,lexical-word,ordinary,ordinary content word (default)
oewn-pestiferous__5.00.00.disagreeable.00,pestiferous,a,causing irritation or annoyance,lexical-word,ordinary,ordinary content word (default)
oewn-railyard__1.06.00..,railyard,n,an area having a network of railway tracks and sidings for storage and maintenance of cars and engines,lexical-word,ordinary,ordinary content word (default)
oewn-folly__1.07.00..,folly,n,the trait of acting stupidly or rashly,lexical-word,ordinary,ordinary content word (default)
oewn-ananas__1.13.00..,[redacted-offensive-lexicon],n,[gloss elided],lexical-word,ordinary,ordinary content word (default) | OFFENSIVE-REDACTED
oewn-memorisation__1.09.00..,memorisation,n,learning so as to be able to remember verbatim,lexical-word,ordinary,ordinary content word (default)
oewn-bikini__1.06.00..,bikini,n,a woman's very brief bathing suit,lexical-word,ordinary,ordinary content word (default)
oewn-solid__5.00.00.respectable.00,solid,a,meriting respect or esteem,lexical-word,ordinary,ordinary content word (default)
oewn-advert__2.32.01..,advert,v,make a more or less disguised reference to,lexical-word,ordinary,ordinary content word (default)
oewn-circuit__2.38.00..,circuit,v,make a circuit,lexical-word,ordinary,ordinary content word (default)
oewn-ankylose__2.29.00..,ankylose,v,undergo ankylosis,lexical-word,ordinary,ordinary content word (default)
oewn-assume__2.36.00..,assume,v,make a pretence of,lexical-word,ordinary,ordinary content word (default)
oewn-spar__2.35.00..,spar,v,box lightly,lexical-word,ordinary,ordinary content word (default)
oewn-mural__1.06.00..,mural,n,a painting that is applied to a wall surface,lexical-word,ordinary,ordinary content word (default)
oewn-agamous__5.00.00.asexual.00,agamous,a,(of reproduction) not involving the fusion of male and female gametes in reproduction,lexical-word,ordinary,ordinary content word (default)
oewn-organisation__1.04.01..,organisation,n,the activity or result of distributing or disposing persons or things properly or methodically,lexical-word,ordinary,ordinary content word (default)
oewn-brainwashing__1.04.00..,brainwashing,n,forcible indoctrination into a new set of attitudes and beliefs,lexical-word,ordinary,ordinary content word (default)
oewn-nephrotoxin__1.27.00..,nephrotoxin,n,any toxin that affects the kidneys,lexical-word,ordinary,ordinary content word (default)
oewn-flip__2.39.10..,flip,v,look through a book or other written material,lexical-word,ordinary,ordinary content word (default)
oewn-inquisitorial__5.00.02.inquiring.00,inquisitorial,a,marked by inquisitive interest; especially suggestive of an ecclesiastical inquisitor,lexical-word,ordinary,ordinary content word (default)
oewn-forger__1.18.00..,forger,n,someone who operates a forge,lexical-word,ordinary,ordinary content word (default)
