node_id,lemma,pos,surface_word,gloss,component,is_seed,seed_method,candidate_seed_id,layer,degree_score,outdegree,indegree,frequency,age_of_acquisition,concreteness,source_label
described::a,described,a,described,represented in words especially with sharpness and detail,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,100,97,3,3.957415133162413,,,described [a] :: represented in words especially with sharpness and detail
ultimate::a,ultimate,a,ultimate,furthest or highest in degree or order; utmost or extreme,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,9,5,4,3.955535067534108,10.37,1.7,ultimate [a] :: furthest or highest in degree or order; utmost or extreme
planted::a,planted,a,planted,(used especially of ideas or principles) deeply rooted; firmly fixed...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,84,79,5,3.95175034221431,,,planted [a] :: (used especially of ideas or principles) deeply rooted; firmly fixed...
weakness::n,weakness,n,weakness,a flaw or weak point,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,80,78,2,3.9498455388015725,8.44,2.59,weakness [n] :: a flaw or weak point
dial::n,dial,n,dial,the face of a timepiece; graduated to show the hours,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,10,5,5,3.9479323441572918,6.68,4.52,dial [n] :: the face of a timepiece; graduated to show the hours
rank::a,rank,a,rank,very fertile; producing profuse growth,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,31,27,4,3.9293238716569707,9.42,2.86,rank [a] :: very fertile; producing profuse growth
prior::a,prior,a,prior,earlier in time,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,17,16,1,3.918174509519502,10.63,2.45,prior [a] :: earlier in time
improve::v,improve,v,improve,to make better,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,76,74,2,3.908834483265359,7.47,1.82,improve [v] :: to make better
bubble::n,bubble,n,bubble,"a hollow globule of gas (e.g., air or carbon dioxide)",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,15,8,7,3.9035574501518018,3.79,4.6,"bubble [n] :: a hollow globule of gas (e.g., air or carbon dioxide)"
finishing::n,finishing,n,finishing,a decorative texture or appearance of a surface (or the substance tha...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,23,18,5,3.898215507255065,,2.36,finishing [n] :: a decorative texture or appearance of a surface (or the substance tha...
formula::n,formula,n,formula,a group of symbols that make a mathematical statement,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,32,29,3,3.89606019522893,10.47,4.11,formula [n] :: a group of symbols that make a mathematical statement
assist::n,assist,n,assist,the activity of contributing to the fulfillment of a need or furthera...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,47,40,7,3.894978514764642,8.75,2.52,assist [n] :: the activity of contributing to the fulfillment of a need or furthera...
communications::n,communications,n,communications,the discipline that studies the principles of transmitting informatio...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,38,32,6,3.8928070378312083,,,communications [n] :: the discipline that studies the principles of transmitting informatio...
corporation::n,corporation,n,corporation,a business firm whose articles of incorporation have been approved in...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,81,78,3,3.887330363970034,11.55,2.79,corporation [n] :: a business firm whose articles of incorporation have been approved in...
instinct::a,instinct,a,instinct,(followed by ‘with’) deeply filled or permeated,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,6,4,2,3.8840108995403266,10.65,2.0,instinct [a] :: (followed by ‘with’) deeply filled or permeated
melt::n,melt,n,melt,the process whereby heat changes something from a solid to a liquid,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,12,9,3,3.86470574434494,5.47,3.96,melt [n] :: the process whereby heat changes something from a solid to a liquid
bizarre::a,bizarre,a,bizarre,conspicuously or grossly unconventional or unusual,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,18,14,4,3.8635429739531473,8.53,1.79,bizarre [a] :: conspicuously or grossly unconventional or unusual
presentation::n,presentation,n,presentation,the activity of formally presenting something (as a prize or reward),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,28,24,4,3.85886050830352,9.5,3.11,presentation [n] :: the activity of formally presenting something (as a prize or reward)
attending::n,attending,n,attending,the process whereby a person concentrates on some features of the env...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,14,11,3,3.8541270066009345,,,attending [n] :: the process whereby a person concentrates on some features of the env...
inspiration::n,inspiration,n,inspiration,arousal of the mind to special unusual activity or creativity,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,29,23,6,3.8517407671805723,10.67,2.18,inspiration [n] :: arousal of the mind to special unusual activity or creativity
cord::n,cord,n,cord,a line made of twisted fibers or threads,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,54,51,3,3.8469285907227793,6.0,4.63,cord [n] :: a line made of twisted fibers or threads
subtle::a,subtle,a,subtle,difficult to detect or grasp by the mind or analyze,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,17,14,3,3.842062495199554,11.63,1.72,subtle [a] :: difficult to detect or grasp by the mind or analyze
covenant::n,covenant,n,covenant,a signed written agreement between two or more parties (nations) to p...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,9,5,4,3.825860248200595,11.3,2.69,covenant [n] :: a signed written agreement between two or more parties (nations) to p...
swiss::n,swiss,n,swiss,the natives or inhabitants of Switzerland,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,64,63,1,3.7996900138402907,,,swiss [n] :: the natives or inhabitants of Switzerland
overtime::n,overtime,n,overtime,work done in addition to regular working hours,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,12,6,6,3.7956248252016414,9.39,2.8,overtime [n] :: work done in addition to regular working hours
trading::n,trading,n,trading,buying or selling securities or commodities,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,37,35,2,3.77755556862604,6.424200000000001,3.14,trading [n] :: buying or selling securities or commodities
cycle::n,cycle,n,cycle,an interval during which a recurring sequence of events occurs,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,42,39,3,3.7704006377383035,7.5,3.64,cycle [n] :: an interval during which a recurring sequence of events occurs
spine::n,spine,n,spine,the series of vertebrae forming the axis of the skeleton and protecti...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,58,53,5,3.760181472556617,7.35,4.88,spine [n] :: the series of vertebrae forming the axis of the skeleton and protecti...
chewing::n,chewing,n,chewing,biting and grinding food in your mouth so it becomes soft enough to s...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,40,33,7,3.7420832504638213,,,chewing [n] :: biting and grinding food in your mouth so it becomes soft enough to s...
pause::n,pause,n,pause,a time interval during which there is a temporary cessation of something,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,10,7,3,3.7327432242096776,6.75,2.38,pause [n] :: a time interval during which there is a temporary cessation of something
ethics::n,ethics,n,ethics,motivation based on ideas of right and wrong,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,27,23,4,3.729584704964848,11.06,2.28,ethics [n] :: motivation based on ideas of right and wrong
explosive::n,explosive,n,explosive,a chemical substance that undergoes a rapid chemical change (with the...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,95,88,7,3.7264030461786586,9.19,3.74,explosive [n] :: a chemical substance that undergoes a rapid chemical change (with the...
allowance::n,allowance,n,allowance,an amount allowed or granted (as during a given period),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,14,10,4,3.716715778775527,6.95,3.07,allowance [n] :: an amount allowed or granted (as during a given period)
primitive::n,primitive,n,primitive,a person who belongs to an early stage of civilization,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,219,217,2,3.713438069014291,9.28,2.33,primitive [n] :: a person who belongs to an early stage of civilization
allies::n,allies,n,allies,the alliance of nations that fought the Axis in World War II and whic...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,45,40,5,3.7084746494827407,,3.48,allies [n] :: the alliance of nations that fought the Axis in World War II and whic...
dagger::n,dagger,n,dagger,a short knife with a pointed blade used for piercing or stabbing,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,23,17,6,3.693234682926004,8.44,4.96,dagger [n] :: a short knife with a pointed blade used for piercing or stabbing
greed::n,greed,n,greed,excessive desire to acquire or possess more (especially more material...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,13,5,8,3.682769249247839,7.63,1.53,greed [n] :: excessive desire to acquire or possess more (especially more material...
thoroughly::r,thoroughly,r,thoroughly,in an exhaustive manner,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,31,30,1,3.679223968483189,10.15415,2.19,thoroughly [r] :: in an exhaustive manner
adoption::n,adoption,n,adoption,the act of accepting with approval; favorable reception,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,14,10,4,3.672045383856066,7.79,3.03,adoption [n] :: the act of accepting with approval; favorable reception
treaty::n,treaty,n,treaty,a written agreement between two states or sovereigns,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,37,36,1,3.672045383856066,9.84,3.07,treaty [n] :: a written agreement between two states or sovereigns
unload::v,unload,v,unload,"remove (cargo, people, etc.) from and leave",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,13,10,3,3.6647461451145666,7.86,3.21,"unload [v] :: remove (cargo, people, etc.) from and leave"
warmth::n,warmth,n,warmth,the sensation caused by heat energy,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,36,34,2,3.649768989144914,6.26,3.39,warmth [n] :: the sensation caused by heat energy
classical::a,classical,a,classical,"of or relating to the first significant period of a civilization, cul...",satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,8,3,5,3.6440166602558226,7.68,2.18,"classical [a] :: of or relating to the first significant period of a civilization, cul..."
orderly::n,orderly,n,orderly,a soldier who serves as an attendant to a superior officer,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,18,14,4,3.6420821604786227,8.33,2.77,orderly [n] :: a soldier who serves as an attendant to a superior officer
reduce::v,reduce,v,reduce,cut down on; make a reduction in,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,141,138,3,3.634256822966666,8.44,2.0,reduce [v] :: cut down on; make a reduction in
flowing::a,flowing,a,flowing,designed or arranged to offer the least resistance to fluid flow,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,19,15,4,3.6302906357490645,,2.43,flowing [a] :: designed or arranged to offer the least resistance to fluid flow
bouncing::n,bouncing,n,bouncing,rebounding from an impact (or series of impacts),satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,3,1,2,3.6302906357490645,,3.93,bouncing [n] :: rebounding from an impact (or series of impacts)
competitive::a,competitive,a,competitive,involving competition or competitiveness,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,13,11,2,3.6242726020600653,9.06,1.89,competitive [a] :: involving competition or competitiveness
spontaneous::a,spontaneous,a,spontaneous,happening or arising without apparent external cause,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,28,25,3,3.622247915493651,9.85,1.73,spontaneous [a] :: happening or arising without apparent external cause
exquisite::a,exquisite,a,exquisite,intense or sharp,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,3,1,2,3.622247915493651,12.35,1.78,exquisite [a] :: intense or sharp
devotion::n,devotion,n,devotion,feelings of ardent love,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,45,42,3,3.618170003073211,11.78,2.36,devotion [n] :: feelings of ardent love
retrieve::v,retrieve,v,retrieve,get or find back; recover the use of,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,11,7,4,3.6161165974421525,7.61,3.32,retrieve [v] :: get or find back; recover the use of
crippled::a,crippled,a,crippled,disabled in the feet or legs,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,6,4,2,3.6161165974421525,7.948151,3.59,crippled [a] :: disabled in the feet or legs
portable::n,portable,n,portable,a small light typewriter; usually with a case in which it can be carried,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,74,69,5,3.603588003200214,7.95,2.62,portable [n] :: a small light typewriter; usually with a case in which it can be carried
liberal::n,liberal,n,liberal,a person who favors a political philosophy of progress and reform and...,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,27,21,6,3.6014643095703587,11.17,1.67,liberal [n] :: a person who favors a political philosophy of progress and reform and...
cultural::a,cultural,a,cultural,of or relating to the arts and manners that a group favors,satellite,false,exact-small-greedy,exact-small-greedy:n5044:r0,6,92,90,2,3.599330180057673,10.56,2.1,cultural [a] :: of or relating to the arts and manners that a group favors
